open,high,low,close,volume,resistance,support,prev_close,tr,atr,hour,current_minutes,session_progress,is_early_session,is_late_session,hl_ratio,open_to_support_dist,volume_ma,volume_ratio,rsi_14,macd,macd_signal,macd_hist,macd_norm,macd_hist_norm,5ma,10ma,50ma,200ma,5_10_ma_diff_pct,close_5ma_diff_pct,close_10ma_diff_pct,golden_cross_pct,close_50ma_diff_pct,close_200ma_diff_pct,5ma_roc,50ma_roc,volume_pressure_prev,range_per_volume_prev,gap_pct,candle_type,candle_type_lag1,candle_type_lag2,open_above_resistance,open_below_support,open_sr_position,sr_range_atr,resistance_breakout_strength,support_breakdown_strength,resistance_breakout_conviction,support_breakdown_conviction,breakout_volume_ratio,resistance_touch_count,support_touch_count
1385.1,1386.0,1382.1,1382.7,129874,1385.4,1375.0,1385.4,3.900000000000091,,10,605,0.13333333333333333,1,0,0.0017323516673885455,0.007291892282145628,,,,2.2228153215078237,1.1547328134233146,1.068082508084509,0.001604457428546141,0.0007709560474119453,1382.6799999999998,1379.7,,,0.0021510033203405447,0.0019633318897071274,0.004114335210047672,,,,0.004329130106339507,,-4.998333888703008e-05,0.0001999333555481582,-0.00021654395842369127,-0.24999999999995262,0.600000000000014,-0.30188679245281563,,,,,,,,,,0.0,0.0
1382.5,1382.5,1378.6,1378.7,19766,1385.4,1375.4,1382.7,4.100000000000136,,10,610,0.14666666666666667,1,0,0.0028205684530267527,0.005135623869801019,,,,2.260267740896552,1.375839798917962,0.8844279419785899,0.0016346768936837722,0.0006396383466974686,1383.52,1380.47,,,0.002205829174802889,-0.0005930425978158215,0.0016127865769870674,,,,0.004428569354300027,,-1.847944931240944e-05,3.0029105132667745e-05,-0.0001446445360526835,-0.615384615384566,-0.24999999999995262,0.600000000000014,,,0.9711538461538289,,,,-0.6923076923076878,-1.0,,1.0,0.0
1378.9,1380.7,1377.0,1377.6,22139,1385.4,1376.7,1378.7,3.7000000000000455,,10,615,0.16,1,0,0.002828751722637333,0.0015954746537095114,,,,1.9447644484989723,1.4896247288341642,0.45513971966480815,0.001410578406106457,0.0003301223759083253,1382.8200000000002,1380.8,,,0.0014651483281353515,-0.0029883223326322753,-0.0015231740044969239,,,,0.002930126633690522,,-0.00019224931700900305,0.00019730850956187852,0.00014506419090450822,-0.9743589743589399,-0.615384615384566,-0.24999999999995262,,,0.7099999999999909,,,,-1.0,-0.8461538461538147,,1.0,0.0
1377.6,1378.3,1373.1,1377.5,28370,1385.4,1377.5,1377.6,5.2000000000000455,,10,620,0.17333333333333334,1,0,0.0026858304297329018,7.259001161433584e-05,,,56.565656565656276,1.587663413731434,1.5092324658136183,0.0784309479178158,0.001152485056425257,5.693303420282796e-05,1381.9600000000003,1380.8899999999999,,,0.0007767131242743838,-0.0031649245063881787,-0.002388211382113795,,,,0.0015509269324984754,,-5.871990604815854e-05,0.00016712588644473758,0.0,-0.35135135135139617,-0.9743589743589399,-0.615384615384566,,,0.2528735632183947,,,,-1.0,-0.24324324324320337,,1.0,0.0
1377.3,1378.2,1374.9,1375.2,8968,1385.4,1377.5,1377.5,3.2999999999999545,,10,625,0.18666666666666668,1,0,0.003774954627949216,-0.00014521164597404014,,,56.281407035175846,1.2818131624037505,1.4637486051316448,-0.1819354427278943,0.0009305358710735031,-0.00013207654644493234,1380.3799999999999,1380.8899999999999,,,-0.0003702359346642402,-0.002090744101633308,-0.002460980036297548,,,,-0.0007383813522514604,,-3.5248501938635547e-06,0.00018329221008107316,-0.00014519056261346315,-0.019230769230751572,-0.35135135135139617,-0.9743589743589399,,,0.012658227848089608,,,,-1.0,0.0,,1.0,1.0
1375.3,1378.9,1374.1,1378.7,5221,1385.4,1375.2,1375.2,4.800000000000182,3.9357142857142953,10,630,0.2,1,0,0.0023996509598603506,7.271140841991497e-05,,,50.450450450450546,0.8441035562366324,1.3398195953526424,-0.49571603911601003,0.0006138042148317571,-0.0003604683239645215,1378.3400000000001,1380.51,,,-0.0015779522978474733,-0.0022833042466551047,-0.003861256544502578,,,,-0.0031388318338296806,,-0.0002341659232827731,0.0003679750223015114,7.271669575327883e-05,-0.6363636363636176,-0.019230769230751572,-0.35135135135139617,,,-0.025316455696207996,,,,-1.0,0.6969696969696928,,1.0,2.0
1378.4,1380.0,1376.7,1379.0,12954,1385.4,1375.2,1378.7,3.2999999999999545,4.021428571428601,10,635,0.21333333333333335,1,0,0.003481540581707537,0.002321532211259464,,,56.52173913043471,0.7707515450658775,1.2260059852952894,-0.45525444022941186,0.0005590422463667785,-0.00033020558513774704,1377.54,1380.53,,,-0.0021687096540219113,0.0008413723072460157,-0.0013273373467758956,,,,-0.0043223083150225605,,0.0006512162420992321,0.0009193641064930439,-0.00021759628635667985,0.7083333333333255,-0.6363636363636176,-0.019230769230751572,-2.5662431941924058,-0.0254083484573271,0.009803921568618491,2.591651542649733,0.0,0.0,-1.0,-0.729166666666639,,1.0,3.0
1378.3,1383.4,1377.3,1380.0,17911,1385.4,1375.2,1379.0,6.100000000000136,3.9357142857143117,10,640,0.22666666666666666,1,0,0.0023930384336475377,0.0022491475005440827,,,54.73251028806576,0.7284301511849662,1.1264908184732247,-0.3980606672882585,0.0005282307115191924,-0.0002886589320436972,1377.6,1380.2099999999998,,,-0.0018926758520666424,0.001015228426396005,-0.0008774474256706375,,,,-0.003774894780231852,,4.63177396942959e-05,0.0002547475683186625,-0.0005076142131980025,0.18181818181815676,0.7083333333333255,-0.6363636363636176,-1.740674955595014,-0.795737122557732,0.3137254901960815,2.536412078152746,0.0,0.0,-1.0,-1.0,,1.0,3.0
1379.8,1380.9,1377.1,1379.0,8328,1385.4,1375.2,1380.0,3.800000000000182,4.192857142857179,10,645,0.24,1,0,0.004420289855072562,0.003333816495144158,,,55.102040816326536,0.7667432454243226,1.0545413038634444,-0.28779805843912176,0.0005556110474089294,-0.00020854931770950853,1378.08,1380.02,,,-0.001405797101449315,0.0013913043478261397,-1.4492753623175225e-05,,,,-0.0028076065877451484,,9.491374015968095e-05,0.0003405728323376772,-0.00014492753623191701,0.27868852459016513,0.18181818181815676,0.7083333333333255,-1.803992740471892,-0.7876588021778301,0.3039215686274407,2.591651542649722,0.0,0.0,-0.8852459016393394,-0.7868852459016142,,1.0,3.0
1378.9,1381.9,1377.9,1380.8,18513,1385.4,1375.2,1379.0,4.0,4.2785714285714835,10,650,0.25333333333333335,1,0,0.0027556200145033953,0.0026832982812387014,,,50.0,0.7082507324162179,0.9852831895739991,-0.27703245715778113,0.0005135973404033488,-0.0002008937325292104,1378.3799999999999,1379.3799999999999,,,-0.0007251631617113851,0.00044960116026114446,-0.00027556200145024056,,,,-0.0014488763963546036,,-9.606147934677648e-05,0.0004562920268972361,-7.251631617107255e-05,-0.21052631578945163,0.27868852459016513,0.18181818181815676,-1.335604770017057,-1.0971039182282483,0.4509803921568518,2.432708688245305,0.0,0.0,-1.0,-0.9999999999999402,,1.0,3.0
1380.8,1381.5,1378.1,1380.5,9844,1382.7,1375.2,1380.8,3.400000000000091,4.314285714285769,10,655,0.26666666666666666,1,0,0.0028968713789107765,0.004055619930475022,30824.9,0.6005858899785562,54.545454545454454,0.797941775131676,0.9478149066855345,-0.1498731315538585,0.0005778836726040527,-0.00010854079631652558,1379.5,1378.92,,,0.00042004634994200987,0.0009414831981459694,0.0013615295480879793,,,,0.0008415920600142179,,0.000102630583913999,0.00021606438718738184,0.0,0.4749999999999659,-0.21052631578945163,0.27868852459016513,-1.519198664440715,-0.8647746243739561,0.3627450980392185,2.383973288814671,0.0,0.0,-1.0,-1.0,0.6005858899785562,1.0,3.0
1380.5,1382.0,1380.2,1381.6,3678,1380.8,1375.2,1380.5,1.7999999999999545,4.2714285714286335,11,660,0.28,1,0,0.002462875769648744,0.0038391886997464356,28698.6,0.3430132480330051,46.118721461187086,0.8351875575995109,0.9252894368683299,-0.09010187926881896,0.0006049891760952633,-6.52675691914661e-05,1379.8600000000001,1378.7,,,0.0008402752625860789,0.00046360014487495306,0.0013038754074610318,,,,0.0016841616214411381,,-3.047541649735418e-05,0.00034538805363674226,0.0,-0.08823529411763133,0.4749999999999659,-0.21052631578945163,-0.44039735099339294,-1.298013245033075,0.7466666666666545,1.738410596026468,0.0,0.0,-0.6470588235294078,-1.0,0.3430132480330051,0.0,3.0
1381.5,1382.8,1380.4,1382.2,10179,1381.6,1375.2,1381.6,2.3999999999998636,4.0214285714286335,11,665,0.29333333333333333,1,0,0.0013028372900984037,0.004560260586319185,28006.2,0.1313280630717484,49.339207048457745,0.9426002070244976,0.9287515908995635,0.013848616124934154,0.0006822526107589011,1.0023607502123737e-05,1380.3799999999999,1378.99,,,0.0010060799073537006,0.0008830341632889601,0.0018891140706426607,,,,0.002018002322880408,,0.00029907558455679966,0.0004893964110929729,-7.237984944984731e-05,0.6111111111110761,-0.08823529411763133,0.4749999999999659,-0.07023411371236292,-1.2408026755852557,0.9464285714285787,1.3110367892976185,0.1872909698996522,0.0,0.44444444444443043,-1.0,0.1313280630717484,1.0,3.0
1382.0,1382.6,1380.0,1382.0,7056,1382.2,1375.2,1382.2,2.599999999999909,3.7285714285714806,11,670,0.30666666666666664,1,0,0.001736362320937537,0.004920405209840778,27507.9,0.3700391523889501,41.919191919191796,1.0638767818500128,0.9557766290896534,0.10810015276035934,0.0007696981492186462,7.820876339195437e-05,1380.8200000000002,1379.45,,,0.000991173491535319,0.000998408334539055,0.001989581826074374,,,,0.0019882735399978646,,6.876903428628013e-05,0.00023577954612436031,-0.0001446968600781692,0.2916666666667022,0.6111111111110761,-0.08823529411763133,-0.024866785079905952,-1.5666074600354885,0.9843750000000139,1.5914742451153945,0.14920071047960534,0.0,0.25000000000007105,-1.0,0.3700391523889501,2.0,3.0
1381.8,1384.9,1381.6,1383.2,12033,1382.2,1375.2,1382.0,3.300000000000182,3.742857142857182,11,675,0.32,1,0,0.001881331403762597,0.0047763786365609415,27296.75,0.25849231135574746,41.49999999999978,1.130815673444431,0.990784437960609,0.14003123548382201,0.000818245783968474,0.00010132506185515341,1381.42,1379.9,,,0.0010998552821996975,0.0004196816208393106,0.001519536903039008,,,,0.0022054876013872793,,0.0,0.0003684807256235699,-0.0001447178002894685,0.0,0.2916666666667022,0.6111111111110761,-0.05363984674330647,-1.823754789271993,0.971428571428565,1.8773946360152995,0.0,0.0,-0.0769230769230971,-1.0,0.25849231135574746,3.0,2.0
1383.0,1387.7,1382.5,1384.9,25297,1383.2,1378.7,1383.2,5.2000000000000455,3.7000000000000455,11,680,0.3333333333333333,0,0,0.002385772122614359,0.003109182935647111,26358.75,0.45650874946649594,51.35135135135135,1.266100381406659,1.045847626649819,0.22025275475684003,0.0009153415134518934,0.0001592342067357143,1381.9,1380.7,,,0.0008675534991324793,0.0009398496240601175,0.0018074031231925967,,,,0.0017397607828923967,,0.0001163467132053595,0.000274245823984059,-0.00014459224985544062,0.4242424242424284,0.0,0.2916666666667022,-0.10687022900765678,-1.7633587786259115,0.9428571428571298,1.8702290076335681,0.2671755725190812,0.0,0.30303030303028633,-1.0,0.45650874946649594,4.0,1.0
1384.9,1385.0,1381.9,1383.2,8983,1384.9,1379.0,1384.9,3.099999999999909,3.7785714285714675,11,685,0.3466666666666667,0,0,0.0037547837388981478,0.004260235396057542,26415.65,0.9576519979633284,69.13580246913588,1.4932767152070028,1.1353334443612557,0.35794327084574706,0.0010782559861412396,0.0002584614563114644,1382.78,1381.32,,,0.0010542277420752663,0.0015307964473970093,0.0025850241894722755,,,,0.00211615671155041,,7.510772028304111e-05,0.00020555797130094658,0.0,0.3653846153846297,0.4242424242424284,0.0,-0.05405405405406568,-1.1621621621621356,0.9555555555555455,1.2162162162162014,0.4594594594594661,0.0,0.3269230769230828,-1.0,0.9576519979633284,5.0,0.0
1382.6,1383.5,1380.0,1380.4,8387,1384.9,1379.0,1383.2,3.5,3.735714285714315,11,690,0.36,0,0,0.0022411798727587544,0.002603789960943085,26114.1,0.3439904113103649,66.66666666666711,1.5186339372421571,1.211993542937436,0.3066403943047211,0.001097913488463098,0.00022168912254534492,1383.1,1381.7400000000002,,,0.0009832272990165359,7.22961249278025e-05,0.0010555234239443385,,,,0.0019704718990423142,,-0.00018924635422465163,0.00034509629299787475,-0.00043377674956632186,-0.5483870967742243,0.3653846153846297,0.4242424242424284,0.0,-1.561436672967872,1.0,1.561436672967872,0.0,0.0,-0.5483870967742243,-1.0,0.3439904113103649,6.0,0.0
1380.3,1380.4,1377.5,1378.9,10629,1384.9,1379.0,1380.4,2.900000000000091,3.61428571428574,11,695,0.37333333333333335,0,0,0.002535496957403651,0.0009418242411069728,21612.6,0.388060668313854,57.435897435897665,1.2978325136259627,1.2291613370751415,0.06867117655082122,0.0009401858255766174,4.9747302630267475e-05,1382.74,1381.7800000000002,,,0.0006954505940305773,-0.00169516082294981,-0.000999710228919233,,,,0.0013904781216957929,,-0.0002623107189698126,0.00041731250745200905,-7.244277021163172e-05,-0.6285714285713766,-0.5483870967742243,0.3653846153846297,-0.6156787762906748,-0.9636711281070427,0.6101694915253989,1.5793499043977175,0.0,0.0,-1.0,-0.400000000000026,0.388060668313854,6.0,0.0
1379.0,1382.4,1378.7,1380.1,10377,1384.9,1378.9,1378.9,3.7000000000000455,3.5857142857143214,11,700,0.38666666666666666,0,0,0.002103125679889833,7.251631617107255e-05,19006.7,0.5592238526414369,59.89304812834234,0.990391711492066,1.1814074119585265,-0.19101570046646055,0.000718247669513428,-0.0001385275947976362,1382.1200000000001,1381.77,,,0.00025382551309024326,-0.0023351947204293473,-0.0020813692073391042,,,,0.00050672496416726,,-0.0001317151190140054,0.00027283846081476066,7.25215751685467e-05,-0.48275862068959297,-0.6285714285713766,-0.5483870967742243,-1.2727272727273014,-0.35968379446638804,0.22033898305083635,1.6324110671936893,0.0,0.02766798418969796,-1.0,0.03448275862065721,0.5592238526414369,6.0,1.0
1379.8,1384.5,1379.1,1383.7,16003,1384.9,1378.9,1380.1,5.400000000000091,3.5071428571428833,11,705,0.4,0,0,0.002680965147453116,0.0006522684447020319,18925.35,0.5483121844510142,54.26829268292646,0.8339592686636479,1.1119177832995508,-0.27795851463590293,0.0006042745226169466,-0.0002014046189666712,1381.5,1381.7,,,-0.00014491703499749692,-0.0010144192449823136,-0.0011593362799798106,,,,-0.00028945654533618637,,0.0001060036619446766,0.0003565577719957642,-0.00021737555249616298,0.29729729729726906,-0.48275862068959297,-0.6285714285713766,-1.645418326693236,-0.0278884462151138,0.01666666666665151,1.67330677290835,0.0,0.0,-1.0,-0.32432432432427116,0.5483121844510142,6.0,2.0
1383.5,1384.7,1382.5,1382.9,5314,1384.9,1378.9,1383.7,2.2000000000000455,3.657142857142893,11,710,0.41333333333333333,0,0,0.003902580039025866,0.0033249006143837435,13231.8,1.2094348463549933,61.928934010152375,0.9890739158074666,1.087349009801134,-0.0982750939936674,0.0007148037261020933,-7.102341113945755e-05,1381.26,1382.02,,,-0.0005492520054925134,0.0017633880176339196,0.0012141360121414061,,,,-0.0010992348746727831,,0.00024370430544273517,0.00033743673061301577,-0.00014454000144543288,0.7222222222222269,0.29729729729726906,-0.48275862068959297,-1.4541751527495188,-0.2566191446028105,0.14999999999997726,1.7107942973523294,0.0,0.0,-0.2222222222222269,-0.8888888888888655,1.2094348463549933,6.0,2.0
1382.9,1383.7,1381.6,1382.6,4646,1384.9,1378.9,1382.9,2.1000000000001364,3.378571428571458,11,715,0.4266666666666667,0,0,0.0015908597874033157,0.0028924723407332416,12509.2,0.4248073417964378,57.435897435897665,1.035513324073463,1.0769818726555997,-0.041468548582136666,0.0007487984120858074,-2.9986657446045745e-05,1381.2000000000003,1382.15,,,-0.0006869621809240133,0.0012293007448114961,0.0005423385638874828,,,,-0.0013737256886701132,,-0.00011290929619870325,0.0004140007527286499,0.0,-0.27272727272722574,0.7222222222222269,0.29729729729726906,-0.3828125000000211,-1.2578124999999627,0.7666666666666515,1.640624999999984,0.0,0.0,-0.9090909090908903,-1.0,0.4248073417964378,5.0,2.0
1382.9,1384.0,1381.8,1383.6,8272,1384.9,1378.9,1382.6,2.2000000000000455,3.2571428571428833,12,720,0.44,0,0,0.0015188774772169366,0.0028924723407332416,11634.55,0.39932786399130177,59.57446808510605,1.0361651302753216,1.068818524179544,-0.032653393904222394,0.0007494323233583985,-2.3617383121815707e-05,1381.6399999999999,1382.19,,,-0.0003978012440331129,0.0006943439895848666,0.0002965427455517536,,,,-0.0007955219347094422,,-6.457167455879938e-05,0.00045200172191135095,0.00021698249674539412,-0.1428571428572202,-0.27272727272722574,0.7222222222222269,-0.591966173361517,-1.183932346723034,0.6666666666666666,1.7758985200845512,0.0,0.0,-1.0,-1.0,0.39932786399130177,4.0,2.0
1383.6,1384.0,1382.6,1383.9,10887,1384.9,1378.9,1383.6,1.400000000000091,3.128571428571458,12,725,0.4533333333333333,0,0,0.0015900549291703134,0.0033969355305000135,10629.65,0.7782005992671442,57.77777777777755,1.1046397347893162,1.0759827663014985,0.028656968487817736,0.0007983808432995926,2.0711888181423633e-05,1382.58,1382.35,,,0.00016623301532236065,0.0007372072853425714,0.0009034403006649321,,,,0.0003328220415013128,,8.462282398450413e-05,0.0002659574468085161,0.0,0.3181818181817289,-0.1428571428572202,-0.27272727272722574,-0.6140350877192933,-1.2280701754385865,0.6666666666666666,1.84210526315788,0.0,0.0,-0.5909090909091613,-1.0,0.7782005992671442,3.0,2.0
1383.9,1384.0,1381.1,1383.2,6499,1384.9,1378.9,1383.9,2.900000000000091,2.985714285714315,12,730,0.4666666666666667,0,0,0.001011633788568604,0.0036129778163162076,10725.6,1.0150481091966883,59.44444444444446,1.1696310661345706,1.094712426268113,0.07491863986645764,0.0008451702190436957,5.41358767732189e-05,1383.34,1382.42,,,0.0006647879182020705,0.0004046535154275401,0.0010694414336296105,,,,0.001331885631559837,,2.7555800496021116e-05,0.00012859373564802894,0.0,0.2142857142858303,0.3181818181817289,-0.1428571428572202,-0.4155251141553054,-1.5022831050227587,0.783333333333303,1.9178082191780643,0.0,0.0,-0.7142857142856679,-1.0,1.0150481091966883,2.0,2.0
1383.0,1383.2,1381.9,1382.5,2863,1383.9,1378.9,1383.2,1.2999999999999545,3.064285714285753,12,735,0.48,0,0,0.002096587622903478,0.0029645697758495368,10789.5,0.6023448723295797,54.54545454545478,1.1513806155801376,1.1060460641305179,0.04533455144961973,0.0008324035682331822,3.277512395143127e-05,1383.2400000000002,1382.25,,,0.0007157316367844392,-2.891844997121963e-05,0.0006868131868132197,,,,0.0014334737848054058,,-0.00010770887828897453,0.0004462224957685938,-0.00014459224985544062,-0.2413793103448357,0.2142857142858303,0.3181818181817289,-0.33492822966506847,-1.6746411483253423,0.8333333333333334,2.009569377990411,0.0,0.0,-0.5862068965517214,-1.0,0.6023448723295797,1.0,2.0
1382.5,1385.0,1382.5,1384.9,9095,1383.9,1378.9,1382.5,2.5,2.985714285714331,12,740,0.49333333333333335,0,0,0.0009403254972874897,0.002603978300180766,10284.95,0.2783679065041638,50.84745762711849,1.068120227076406,1.0984608967196956,-0.03034066964328952,0.0007726005259142178,-2.1946234823355893e-05,1383.1599999999999,1382.1799999999998,,,0.000708860759493684,-0.0004773960216997139,0.00023146473779397014,,,,0.0014190558934257247,,-0.00017464198393293747,0.00045406915822562155,0.0,-0.38461538461539807,-0.2413793103448357,0.2142857142858303,-0.2937062937063197,-1.3379953379952914,0.8199999999999819,1.631701631701611,0.0,0.0,-1.0,-1.0,0.2783679065041638,0.0,2.0
1385.0,1389.2,1384.4,1388.7,16822,1384.9,1378.9,1384.9,4.7999999999999545,2.9785714285714806,12,745,0.5066666666666667,0,0,0.001805184489854863,0.0044043321299638335,9844.15,0.9238989653753753,57.28643216080405,1.1821684101339542,1.1152023994025475,0.06696601073140673,0.0008536128313480787,4.83544015679159e-05,1383.6200000000001,1382.6299999999999,,,0.0007148530579826965,0.0009242544588056702,0.0016391075167883668,,,,0.0014330795286763287,,0.00026388125343596383,0.0002748763056624519,7.220737959412884e-05,0.9600000000000364,-0.38461538461539807,-0.2413793103448357,-0.4688995215311238,-1.2057416267942096,0.7199999999999818,1.6746411483253334,0.3349282296650667,0.0,0.4,-1.0,0.9238989653753753,1.0,2.0
1388.9,1391.1,1388.1,1389.3,23710,1388.7,1380.1,1388.7,3.0,3.0857142857143214,12,750,0.52,0,0,0.0034564700799308377,0.006335949312405631,10268.85,1.6381581189714525,62.22222222222197,1.5611842981691098,1.2043987791558601,0.3567855190132496,0.0011242055866415423,0.00025692051487956336,1384.6399999999999,1383.6100000000001,,,0.0007417008713183159,0.002923597609274986,0.0036652984805933017,,,,0.00148996803078294,,0.00021995006539056268,0.0002853406253715346,0.000144019586663819,0.7708333333333501,0.9600000000000364,-0.38461538461539807,0.03357314148677943,-2.047961630695377,1.0166666666666515,2.014388489208598,1.2757793764987635,0.0,0.7916666666666647,-1.0,1.6381581189714525,2.0,1.0
1389.3,1390.0,1386.6,1387.4,16864,1389.3,1382.5,1389.3,3.400000000000091,2.9285714285714612,12,755,0.5333333333333333,0,0,0.0021593608291945584,0.004894551212840967,10528.7,2.2519399356045855,60.28037383177522,1.8882060418070523,1.3411602316860987,0.5470458101209537,0.0013591060547088838,0.00039375643138339715,1385.72,1384.53,,,0.0008565464622472142,0.0025768372561721206,0.003433383718419335,,,,0.0017204736362717021,,1.6870518768446375e-05,0.00012652889076339096,0.0,0.13333333333328787,0.7708333333333501,0.9600000000000364,0.0648148148148288,-2.851851851851878,1.0232558139534933,2.787037037037049,0.19444444444441272,0.0,0.19999999999996967,-1.0,2.2519399356045855,3.0,0.0
1387.8,1387.8,1386.0,1386.1,8624,1389.3,1382.5,1387.4,1.7999999999999545,2.9500000000000455,12,760,0.5466666666666666,0,0,0.002450627072221487,0.0038189940913675997,10879.7,1.5500427401490848,59.722222222222264,1.9713346894802726,1.4671951232449336,0.504139566235339,0.001420884164249872,0.00036337002035126057,1386.56,1384.9,,,0.001196482629378589,0.000605449041372456,0.001801931670751045,,,,0.00240016193863668,,-0.00011266603415558963,0.00020161290322581185,0.0002883090673200689,-0.5588235294117097,0.13333333333328787,0.7708333333333501,0.0,-2.3219512195121537,1.0,2.3219512195121537,0.0,0.0,-0.5588235294117097,-1.0,1.5500427401490848,4.0,0.0
1385.7,1387.7,1385.3,1387.3,7285,1389.3,1382.5,1386.1,2.400000000000091,2.828571428571471,12,765,0.56,0,0,0.0012986076040689377,0.0023093021577542364,11127.0,0.7750516761031725,64.17910447761123,1.910294915554914,1.5558150817069298,0.3544798338479842,0.0013781797240855018,0.0002557390042911653,1387.28,1385.22,,,0.0014861842579900048,-0.0008513094293341488,0.0006348748286558559,,,,0.002978686486017512,,-0.00019712430426716668,0.00020871985157698916,-0.0002885794675707839,-0.9444444444444936,-0.5588235294117097,0.13333333333328787,-0.5084745762711786,-1.7966101694914822,0.7794117647058809,2.305084745762661,0.0,0.0,-1.0,-1.0,0.7750516761031725,4.0,0.0
